web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,V_1,V_2,V_3,V_4-src
"1732819087-86","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","DRT vend des TERRAINS à coté de l'aéroport DIASS à bas prix","https://www.dakarvente.com/annonce-4911-drt-vend-des-terrains-cot-de-l-aroport-diass-bas-prix.html","DRT vend des TERRAINS à coté de l'aéroport DIASS à bas prix","2.000.000  FCFA","Thiès","media/annonces/pics/6abbd2f5819c271b3c4bc6b06719eb00.jpg"
"1732819093-87","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","terrain a vendre la lagune la Somone 300 m2","https://www.dakarvente.com/annonce-4940-terrain-a-vendre-la-lagune-la-somone-300-m2.html","terrain a vendre  la lagune la Somone 300 m2","25.000.000  FCFA","Somone","img/nophoto.png"
"1732819098-88","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","terrains à vendre Bambilor","https://www.dakarvente.com/annonce-4956-terrains-vendre-bambilor.html","terrains à vendre Bambilor","3.000.000  FCFA","Rufisque","media/annonces/pics/6c00eff4eb2dc3fd58312a4034983c08.jpg"
"1732819103-89","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","3 terrains 150m² àmoins de 500m de la mer à vendre à yene","https://www.dakarvente.com/annonce-5031-3-terrains-150m-moins-de-500m-de-la-mer-vendre-yene.html","3 terrains 150m² àmoins de 500m de la mer à vendre à yene","12.000.000  FCFA","Diamniadio","media/annonces/pics/396fa1829d6b881ae5ceeca012aebf50.jpg"
"1732819110-90","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","TERRAIN 300 MÈTRE CARRE MBOUR","https://www.dakarvente.com/annonce-5162-terrain-300-mtre-carre-mbour.html","TERRAIN 300 MÈTRE CARRE MBOUR","5.000.000  FCFA","Mbour","media/annonces/pics/49e5d376b627604e2c166ae1a8baced2.jpg"
"1732819118-91","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","Vente de terrains sur Mbour","https://www.dakarvente.com/annonce-5180-vente-de-terrains-sur-mbour.html","Vente de terrains sur Mbour","1  FCFA","Mbour","media/annonces/pics/3c4f374ee8abca9565b4d545d02da990.jpeg"
"1732819125-92","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","Terrains en vente sur Mbour, près de la réserve de Bandia","https://www.dakarvente.com/annonce-5182-terrains-en-vente-sur-mbour-prs-de-la-rserve-de-bandia.html","Terrains en vente sur Mbour, près de la réserve de Bandia","","Mbour","media/annonces/pics/7fcf5374042b399266682c15a69b9519.jpeg"
"1732819132-93","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","terrain à vendre titre foncier","https://www.dakarvente.com/annonce-5193-terrain-vendre-titre-foncier.html","terrain à vendre titre foncier","13.000.000  FCFA","Rufisque","media/annonces/pics/c4a4cb15e565da27053c6b2080d530e6.jpg"
"1732819137-94","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","TERRAIN DE 300 MÈTRE CARRE A NGAPAROU","https://www.dakarvente.com/annonce-5255-terrain-de-300-mtre-carre-a-ngaparou.html","TERRAIN DE 300 MÈTRE CARRE A NGAPAROU","8.500.000  FCFA","Ngaparou","media/annonces/pics/e40aa81b8ba6d0ec1bd3b528efb01ca3.jpg"
"1732819144-95","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","TERRAIN DE 1000 MÈTRES CARRE A GANDIGAL","https://www.dakarvente.com/annonce-5272-terrain-de-1000-mtre-carre-a-gandigal.html","TERRAIN DE 1000 MÈTRES CARRE A GANDIGAL","20.000.000  FCFA","Mbour","media/annonces/pics/55bc61778e273ef5830bfa8a0e971885.jpg"
"1732819149-96","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","TERRAIN DE 250 MÈTRE CARRE A GANDIGAL","https://www.dakarvente.com/annonce-5273-terrain-de-250-mtre-carre-a-gandigal.html","TERRAIN DE 250 MÈTRE CARRE A GANDIGAL","5.000.000  FCFA","Mbour","media/annonces/pics/fbd1c3a1f589e2a1283e1215c5cc2daa.jpg"
"1732819157-97","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","TERRAIN A VENDRE LOT 150m2 - POPENGUINE","https://www.dakarvente.com/annonce-5279-terrain-a-vendre-lot-150m2-popenguine.html","TERRAIN A VENDRE LOT 150m2 - POPENGUINE","3.000.000  FCFA","Thiès","media/annonces/pics/f52c3274902590a4a614a8185d9dc4b2.jpg"
"1732819164-98","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","vente de terrain à popenguine","https://www.dakarvente.com/annonce-5281-vente-de-terrain-popenguine.html","vente de terrain à popenguine","3.000.000  FCFA","Thiès","media/annonces/pics/edffacb06ff9e0edd7b274e35f2d3e90.jpg"
"1732819170-99","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","TERRAIN A VENDRE LOT 225m2 - POPENGUINE","https://www.dakarvente.com/annonce-5311-terrain-a-vendre-lot-225m2-popenguine.html","TERRAIN A VENDRE LOT 225m2 - POPENGUINE","4.500.000  FCFA","Thiès","media/annonces/pics/8890ffa022bead372dddc72aaf85b41e.jpg"
"1732819176-100","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","Terrains en vente sur Pikine - Guédièwaye","https://www.dakarvente.com/annonce-5319-terrains-en-vente-sur-pikine-gudiwaye.html","Terrains en vente sur Pikine - Guédièwaye","","Dakar","media/annonces/pics/bfbb354d5e97737df067c18679704159.jpg"
"1732819185-101","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","Vente de terrains sur thiès","https://www.dakarvente.com/annonce-5321-vente-de-terrains-sur-this.html","Vente de terrains sur thiès","25.000  FCFA","Thiès","media/annonces/pics/9a9937306003c5c16aa697c2408a2516.jpg"
"1732819191-102","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","Terrain en vente à Mbodiène","https://www.dakarvente.com/annonce-5331-terrain-en-vente-mbodine.html","Terrain en vente à Mbodiène","","Mbour","media/annonces/pics/5e534253412439d85de848af9721259e.jpg"
"1732819194-103","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","TERRAIN A VENDRE LOT 294m2 - POPENGUINE","https://www.dakarvente.com/annonce-5351-terrain-a-vendre-lot-294m2-popenguine.html","TERRAIN A VENDRE LOT 294m2 - POPENGUINE","6.380.000  FCFA","Thiès","media/annonces/pics/658c8e034e8425295b2f87da7ae52e48.jpg"
"1732819198-104","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","TERRAIN A VENDRE LOT 225m2 (Angle) - POPENGUINE","https://www.dakarvente.com/annonce-5391-terrain-a-vendre-lot-225m2-angle-popenguine.html","TERRAIN A VENDRE LOT 225m2 (Angle) - POPENGUINE","5.000.000  FCFA","Thiès","media/annonces/pics/0dac723959053c297fc1de28817d40c3.jpg"
"1732819201-105","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","TERRAIN A VENDRE - POPENGUINE","https://www.dakarvente.com/annonce-5426-terrain-a-vendre-popenguine.html","TERRAIN A VENDRE - POPENGUINE","3.740.000  FCFA","Thiès","media/annonces/pics/5ad2b1613cd27c3f54577a05665690ae.jpg"
"1732819206-106","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","vente de terrain","https://www.dakarvente.com/annonce-5456-vente-de-terrain.html","vente de terrain","7.500.000  FCFA","Dakar",""
"1732819215-107","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","Terrain a vendre","https://www.dakarvente.com/annonce-5480-terrain-a-vendre.html","Terrain a vendre","6.000.000  FCFA","Rufisque","img/nophoto.png"
"1732819221-108","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","TERRAIN DE 340 MÈTRE CARRE A MBOUR","https://www.dakarvente.com/annonce-5494-terrain-de-340-mtre-carre-a-mbour.html","TERRAIN DE 340 MÈTRE CARRE A MBOUR","16.000.000  FCFA","Mbour","media/annonces/pics/36e4be15dcb101fc427ec850b5ae7fcc.png"
"1732819225-109","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","TERRAIN DE 380 MÈTRE CARRE A MBOUR","https://www.dakarvente.com/annonce-5515-terrain-de-380-mtre-carre-a-mbour.html","TERRAIN DE 380 MÈTRE CARRE A MBOUR","11.000.000  FCFA","Mbour",""
"1732819229-110","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","TERRAIN DE 500 MÈTRE CARRE A SALY","https://www.dakarvente.com/annonce-5560-terrain-de-500-mtre-carre-a-saly.html","TERRAIN DE 500 MÈTRE CARRE A SALY","10.000.000  FCFA","Saly","media/annonces/pics/2bdc188b34f6c5114a7889619f1dfc09.png"
"1732819233-111","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","TERRAIN DE 600 MÈTRE CARRE SALY","https://www.dakarvente.com/annonce-5561-terrain-de-600-mtre-carre-saly.html","TERRAIN DE 600 MÈTRE CARRE SALY","40.000  FCFA","Saly","media/annonces/pics/b68c5bac5e909e16a0707345d4d5cb9f.png"
"1732819237-112","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","TERRAIN DE 600 MÈTRE CARRE A NGAPAROU","https://www.dakarvente.com/annonce-5566-terrain-de-600-mtre-carre-a-ngaparou.html","TERRAIN DE 600 MÈTRE CARRE A NGAPAROU","16.000.000  FCFA","Ngaparou","media/annonces/pics/03ec951d13111a63e57161a2e1e3e5d9.jpg"
"1732819241-113","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","TERRAIN A VENDRE - POPENGUINE","https://www.dakarvente.com/annonce-5570-terrain-a-vendre-popenguine.html","TERRAIN A VENDRE - POPENGUINE","4.420.000  FCFA","Thiès","media/annonces/pics/866973e798cdefc65aebd791ffae05ab.jpg"
"1732819245-114","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","Vends Terrai à Nguerine","https://www.dakarvente.com/annonce-5578-vends-terrai-nguerine.html","Vends Terrai à Nguerine","27.500.000  FCFA","Mbour","media/annonces/pics/491e698c6a02993d7c9c41ac94ded009.png"
"1732819249-115","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","A vendre un terrain à Keur Gorgui","https://www.dakarvente.com/annonce-5605-a-vendre-un-terrain-keur-gorgui.html","A vendre un terrain à Keur Gorgui","650.000  FCFA","Cité Keur Gorgui","media/annonces/pics/27f69cf6f082e60dbd26fd2c9038d2b9.jpg"
"1732819252-116","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","A vendre un terrain à Bambilor","https://www.dakarvente.com/annonce-5628-a-vendre-un-terrain-bambilor.html","A vendre un terrain à Bambilor","12.000.000  FCFA","Rufisque",""
"1732819256-117","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","A vendre un terrain à Keur Gorgui","https://www.dakarvente.com/annonce-5644-a-vendre-un-terrain-keur-gorgui.html","A vendre un terrain à Keur Gorgui","650.000  FCFA","Cité Keur Gorgui",""
"1732819263-118","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","A vendre un terrain à Fenêtre Mermoz","https://www.dakarvente.com/annonce-5682-a-vendre-un-terrain-fentre-mermoz.html","A vendre un terrain à Fenêtre Mermoz","600.000  FCFA","Mermoz","media/annonces/pics/d352a22e7558d2b26e83c4d983213611.jpg"
"1732819280-119","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","TERRAIN DE 1200 M2 A NGUERIGNE","https://www.dakarvente.com/annonce-5703-terrain-de-1200-m2-a-nguerigne.html","TERRAIN DE 1200 M2 A NGUERIGNE","22.000.000  FCFA","Ngaparou","media/annonces/pics/230117fc031c7e7575588c4c41c58275.png"
"1732819285-120","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","A vendre un terrain aux Mamelles","https://www.dakarvente.com/annonce-5744-a-vendre-un-terrain-aux-mamelles.html","A vendre un terrain aux Mamelles","90.000.000  FCFA","Mamelles","media/annonces/pics/252cb16fc36a898a306a22507594fe9e.jpg"
"1732819291-121","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","terrain 1200 m2 somone","https://www.dakarvente.com/annonce-5854-terrain-1200-m2-somone.html","terrain 1200 m2 somone","35.000.000  FCFA","Somone","media/annonces/pics/00e670011746f50b3a73bae0e85cb6ae.jpg"
"1732819297-122","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","A vendre terrains TF Keur Massar","https://www.dakarvente.com/annonce-5858-a-vendre-terrains-tf-keur-massar.html","A vendre terrains TF Keur Massar","7.000.000  FCFA","Keur Massar","media/annonces/pics/e99a6b4b57647e562071a902edd04e1a.jpg"
"1732819306-123","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","Vente de terrain à ziguinchor","https://www.dakarvente.com/annonce-5868-vente-de-terrain-ziguinchor.html","Vente de terrain à ziguinchor","1  FCFA","Ziguinchor","img/nophoto.png"
"1732819313-124","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=53","A vendre terrains TF Keur Massar","https://www.dakarvente.com/annonce-5894-a-vendre-terrains-tf-keur-massar.html","A vendre terrains TF Keur Massar","7.000.000  FCFA","Keur Massar","media/annonces/pics/858f94dfdef00f19e2c3a41a1c85d7f9.jpg"
"1732819328-125","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","TERRAIN A VENDRE A THIES","https://www.dakarvente.com/annonce-5908-terrain-a-vendre-a-thies.html","TERRAIN A VENDRE A THIES","90.000.000  FCFA","Thiès","img/nophoto.png"
"1732819334-126","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","NOUVELLE OPPORTUNITE POUR SE LOGER A OUAGOU NDIAYE","https://www.dakarvente.com/annonce-5909-nouvelle-opportunite-pour-se-loger-a-ouagou-ndiaye.html","NOUVELLE OPPORTUNITE POUR SE LOGER A OUAGOU NDIAYE","90.000.000  FCFA","Ouagou Niaye","img/nophoto.png"
"1732819341-127","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","A vendre","https://www.dakarvente.com/annonce-5927-a-vendre.html","A vendre","500.000  FCFA","Guédiawaye","img/nophoto.png"
"1732819349-128","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Vente Terrains 116  - Medina","https://www.dakarvente.com/annonce-5934-vente-terrains-116-medina.html","Vente Terrains 116  - Medina","140.000.000  FCFA","Médina","media/annonces/pics/4b00568020c34be3b585f0a8f8811513.jpeg"
"1732819355-129","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Vente Terrains  - Mamelle","https://www.dakarvente.com/annonce-5935-vente-terrains-mamelle.html","Vente Terrains  - Mamelle","","Mamelles","img/nophoto.png"
"1732819365-130","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","terrain à vendre lac rose","https://www.dakarvente.com/annonce-5937-terrain-vendre-lac-rose.html","terrain à vendre lac rose","1.400  FCFA","Lac rose","media/annonces/pics/9cc9f0db5bc2351ff3f6976fc1d969da.jpg"
"1732819378-131","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Terrains à vendre à keur massar","https://www.dakarvente.com/annonce-5939-av-des-terrains-tf-keur-massar.html","Terrains à vendre à keur massar","7.500.000  FCFA","Keur Massar","media/annonces/pics/6aa2383e863a48a678178e6bc775c6b0.jpg"
"1732819384-132","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","A vendre un terrain à Bambilor","https://www.dakarvente.com/annonce-5987-a-vendre-un-terrain-bambilor.html","A vendre un terrain à Bambilor","11.800.000  FCFA","Rufisque","media/annonces/pics/b26594bdd7524395a2d68082e24eb7f7.jpg"
"1732819396-133","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","A vendre 2 terrains à Sangalkam","https://www.dakarvente.com/annonce-6012-a-vendre-2-terrains-sangalkam.html","A vendre 2 terrains à Sangalkam","2.500.000  FCFA","Rufisque","media/annonces/pics/4a6b7a0bd89dadbbb3d735d9c8007f74.jpg"
"1732819402-134","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","TERRAIN 1000M2 SALY","https://www.dakarvente.com/annonce-6039-terrain-1000m2-saly.html","TERRAIN 1000M2  SALY","25.000.000  FCFA","Saly","media/annonces/pics/c85559127217d42baa4bb7bb3a77e8fe.jpg"
"1732819408-135","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","A vendre 2 terrains à Sotrac MERMOZ","https://www.dakarvente.com/annonce-6054-a-vendre-2-terrains-sotrac-mermoz.html","A vendre 2 terrains à  Sotrac MERMOZ","89.000.000  FCFA","Mermoz","media/annonces/pics/9e18de00003c76aaaccc3314dcbd9f1a.jpg"
"1732819423-136","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","TERRAIN DE 8000 M2 A Nguekokh","https://www.dakarvente.com/annonce-6061-terrain-de-8000-m2-a-nguekokh.html","TERRAIN DE 8000 M2 A Nguekokh","20.000  FCFA","Ngaparou","media/annonces/pics/0b26549658422ae948a17e655b9821a6.jpg"
"1732819433-137","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Terrainde 1 ha à vendre à nguekokh","https://www.dakarvente.com/annonce-6063-terrainde-1ha-vendre-nguekokh.html","Terrainde 1 ha à vendre à nguekokh","7.000.000  FCFA","Point E","media/annonces/pics/aeb53b0224db3b346bdedd4fa411343e.jpg"
"1732819441-138","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Vente terrains 195m² - Mermoz-Sacré Coeur","https://www.dakarvente.com/annonce-6064-vente-terrains-195m-mermoz-sacr-coeur.html","Vente terrains 195m² - Mermoz-Sacré Coeur","1.200.000  FCFA","Mermoz","media/annonces/pics/d11673709e0c7e5d572b520061b48f2d.jpg"
"1732819448-139","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Terrain 2000 m2 Somone","https://www.dakarvente.com/annonce-6158-terrain-2000-m2-somone.html","Terrain 2000 m2 Somone","85.000.000  FCFA","Somone","media/annonces/pics/0a7c6ff7b0a3b8f888415fb61403fbcc.jpg"
"1732819457-140","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","A vendre un terrain aux Mamelles Aéroports","https://www.dakarvente.com/annonce-6171-a-vendre-un-terrain-aux-mamelles-aroports.html","A vendre un terrain aux Mamelles Aéroports","65.000.000  FCFA","Mamelles","media/annonces/pics/6eb93d2250c928026dabe50d71de54ee.jpg"
"1732819464-141","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","A vendre un terrain aux Mamelles Aéroports","https://www.dakarvente.com/annonce-6172-a-vendre-un-terrain-aux-mamelles-aroports.html","A vendre un terrain aux Mamelles Aéroports","150.000.000  FCFA","Mamelles","media/annonces/pics/35fd7062683046344b837a0de18b5c70.jpg"
"1732819475-142","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Vente de Terrains","https://www.dakarvente.com/annonce-6238-vente-de-terrains.html","Vente de Terrains","30.000.000  FCFA","Fatick","img/nophoto.png"
"1732819487-143","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Ranch à vendre sur Toubab Dialaw","https://www.dakarvente.com/annonce-6265-ranch-vendre-sur-toubab-dialaw.html","Ranch à vendre sur Toubab Dialaw","190.000.000  FCFA","Thiès","media/annonces/pics/26d549acfd69968fe582cdb45e293fb5.jpeg"
"1732819506-144","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Terrain 7000m2 axe ngaparou-nguerigne","https://www.dakarvente.com/annonce-6295-terrain-7000m2-axe-ngaparou-nguerigne.html","Terrain 7000m2 axe ngaparou-nguerigne","35.000  FCFA","Ngaparou","media/annonces/pics/fb34e545a09f06ff4e07e2e559483283.png"
"1732819516-145","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Terrain en vente sur Mbodiène","https://www.dakarvente.com/annonce-6296-terrain-en-vente-sur-mbodine.html","Terrain en vente sur Mbodiène","20.000  FCFA","Mbour","media/annonces/pics/7b9a0d03a5f6fc3307a84399e308a084.jpg"
"1732819525-146","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Vente Terrains 116 - Medina","https://www.dakarvente.com/annonce-6338-vente-terrains-116-medina.html","Vente Terrains 116 - Medina","140.000.000  FCFA","Dakar","media/annonces/pics/61a124362a6a96951e3feb17dc90bf85.jpg"
"1732819534-147","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Vente Terrains 116 - Medina","https://www.dakarvente.com/annonce-6339-vente-terrains-116-medina.html","Vente Terrains 116 - Medina","140.000.000  FCFA","Dakar","media/annonces/pics/3e3b5fd2e7d3d3dd2ccf34a88c9d1a05.jpg"
"1732819542-148","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","A.V des Terrains TF Keur Massar","https://www.dakarvente.com/annonce-6354-av-des-terrains-tf-keur-massar.html","A.V des Terrains TF Keur Massar","7.500.000  FCFA","Keur Massar","media/annonces/pics/a31dc22cc982475a3c08ea448e82dcf8.jpg"
"1732819562-149","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Terrain 900 m2 ngaparou bord de mer","https://www.dakarvente.com/annonce-6363-terrain-900-m2-ngaparou-bord-de-mer.html","Terrain 900 m2 ngaparou bord de mer","85.000.000  FCFA","Ngaparou","media/annonces/pics/19990bc1c0c31b0a9bf57f8a608d0fbb.png"
"1732819569-150","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","TERRAIN À VENDRE TITRE FONCIER SITUÉ À KEUR MASSAR CITE ANCAR PRÈS DU PÉAGE","https://www.dakarvente.com/annonce-6365-terrain-vendre-titre-foncier-situ-keur-massar-cite-ancar-prs-du-page.html","TERRAIN À VENDRE TITRE FONCIER SITUÉ À KEUR MASSAR CITE ANCAR PRÈS DU PÉAGE","16.000.000  FCFA","Keur Massar","media/annonces/pics/134675e97ce4acba6c4d3366dfc68299.png"
"1732819576-151","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","A vendre un terrain à Dakar Plateau","https://www.dakarvente.com/annonce-6380-a-vendre-un-terrain-dakar-plateau.html","A vendre un terrain à  Dakar Plateau","1.300.000  FCFA","Plateau","media/annonces/pics/318fbb42a678ab86732f5e5a0aa144e2.jpg"
"1732819590-152","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","A vendre un terrain à Yoff Virage","https://www.dakarvente.com/annonce-6381-a-vendre-un-terrain-yoff-virage.html","A vendre un terrain à  Yoff Virage","215.000.000  FCFA","Yoff","media/annonces/pics/46c25a81ce927fb886b08a4d4742ac1f.jpg"
"1732819597-153","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Terrains TF Keur Massar","https://www.dakarvente.com/annonce-6385-av-des-terrains-tf-keur-massar.html","Terrains TF Keur Massar","7.500.000  FCFA","Keur Massar","media/annonces/pics/a7a104730049b4238328a7a5cf46e25c.jpg"
"1732819604-154","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","A vendre un terrain à Sébikotane","https://www.dakarvente.com/annonce-6475-a-vendre-un-terrain-sbikotane.html","A vendre un terrain à Sébikotane","27.000  FCFA","Sébikotane","media/annonces/pics/9c05c26db87b1b8c08ea46d365b81147.jpg"
"1732819610-155","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Vente terrain","https://www.dakarvente.com/annonce-6493-vente-terrain.html","Vente terrain","600  FCFA","Dakar","img/nophoto.png"
"1732819618-156","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Terrain à vendre 200m² angle Golf sur la vdn3","https://www.dakarvente.com/annonce-6516-terrain-vendre-200m-angle-golf-sur-la-vdn3.html","Terrain à vendre 200m² angle Golf sur la vdn3","23.000.000  FCFA","Golf","media/annonces/pics/8abf481ef7d780d0be34de3a56deea42.jpg"
"1732819623-157","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","A vendre un terrain à Yoff Biagui","https://www.dakarvente.com/annonce-6545-a-vendre-un-terrain-yoff-biagui.html","A vendre un terrain à Yoff Biagui","100.000.000  FCFA","Biagui","media/annonces/pics/e60d76b3fb9740b4585efc52e267cd6c.jpg"
"1732819628-158","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","A vendre un terrain à Dalifor","https://www.dakarvente.com/annonce-6546-a-vendre-un-terrain-dalifor.html","A vendre un terrain à Dalifor","260.000.000  FCFA","Pikine","media/annonces/pics/a2443c0161fa87085d709645e2aa64a4.jpg"
"1732819633-159","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Vente terrain 116m² - Medina","https://www.dakarvente.com/annonce-6621-vente-terrain-116m-medina.html","Vente terrain 116m² - Medina","","Dakar","media/annonces/pics/c9bbef60c81e14015d42f30e6a69e0ca.jpg"
"1732819643-160","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Terrain 300 m2 à Saly","https://www.dakarvente.com/annonce-6636-terrain-300-m2-saly.html","Terrain 300 m2 à  Saly","13.000.000  FCFA","Saly","media/annonces/pics/e194a0d69b2ec25cd69f28bb67ecccec.jpg"
"1732819650-161","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Terrain en vente sur Warang, Mbour","https://www.dakarvente.com/annonce-6640-terrain-en-vente-sur-warang-mbour.html","Terrain en vente sur Warang, Mbour","8.000.000  FCFA","Mbour","media/annonces/pics/294ed223e01906e054320f3671d56e9a.jpeg"
"1732819656-162","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","Terrain en vente sur Warang, Mbour","https://www.dakarvente.com/annonce-6641-terrain-en-vente-sur-warang-mbour.html","Terrain en vente sur Warang, Mbour","8.000.000  FCFA","Mbour","media/annonces/pics/99aba54e19aa427cad745796befe6cc2.jpeg"
"1732819667-163","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=52","TERRAIN A VENDRE A GOLF","https://www.dakarvente.com/annonce-6675-terrain-a-vendre-a-golf.html","TERRAIN A VENDRE A GOLF","20.000.000  FCFA","Guédiawaye","media/annonces/pics/5ab7d3523a3a85f665cbce6c45d6bfdb.jpg"
"1732819693-164","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","terrain 600m2 warang","https://www.dakarvente.com/annonce-6682-terrain-600m2-warang.html","terrain 600m2 warang","17.000.000  FCFA","Mbour","media/annonces/pics/97ffa0447199c1acdc2057e0343c2352.jpeg"
"1732819699-165","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","terrain 300m2 nianing","https://www.dakarvente.com/annonce-6712-terrain-300m2-nianing.html","terrain 300m2 nianing","11.000.000  FCFA","Mbour","media/annonces/pics/9e0f35f3b471dff576be1e64de7a77c8.jpeg"
"1732819704-166","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=51","terrain 736m2 saly","https://www.dakarvente.com/annonce-6713-terrain-736m2-saly.html","terrain 736m2 saly","22.000.000  FCFA","Mbour","media/annonces/pics/c13ebce7d46e1a1ecb84c246d87468e5.jpeg"
