web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,V_1,V_2,V_3,V_4-src
"1732794386-92","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=4","","https://www.dakarvente.com/annonce-33937-bel-appartement-vendre.html","BEL APPARTEMENT À VENDRE","55.000.000  FCFA","Maristes","media/annonces/pics/4bcf1bac74036dfcef518f58bb1e3007.jpg"
"1732794392-93","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=4","","https://www.dakarvente.com/annonce-34152-appartement-f4-bourguiba.html","Appartement F4 à Bourguiba","75.000.000  FCFA","Liberté 2","media/annonces/pics/2e90178fd184a6cd0a424cd82c35228f.jpeg"
"1732794397-94","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=4","","https://www.dakarvente.com/annonce-34430-un-bel-appartement-vendre.html","UN BEL APPARTEMENT À VENDRE","220.000.000  FCFA","Virage","media/annonces/pics/63ac978aecc1f6f787c7b5904a4b42a4.jpg"
"1732794401-95","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=4","","https://www.dakarvente.com/annonce-34572-appartement-haut-standing-a-liberte-4.html","APPARTEMENT HAUT STANDING A LIBERTE 4","150.000.000  FCFA","Liberté 4","media/annonces/pics/537779e7b1abb4092597528a3973ec63.jpg"
"1732794406-96","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=4","","https://www.dakarvente.com/annonce-34620-un-bel-appartement-vendre.html","UN BEL APPARTEMENT À VENDRE","75.000.000  FCFA","Liberté 2","media/annonces/pics/457363e07ab4bc509abec4043dddd000.jpg"
"1732794411-97","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=4","","https://www.dakarvente.com/annonce-34706-appartement-f4-bourguiba.html","Appartement F4 à Bourguiba","113.000.000  FCFA","Liberté 2","media/annonces/pics/932261d74a2f019f026a5faa3f993d7d.jpeg"
"1732794415-98","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=4","","https://www.dakarvente.com/annonce-34707-appartement-f4-au-sd-city-diamniadio.html","Appartement F4 au SD City Diamniadio","40.000.000  FCFA","Diamniadio","media/annonces/pics/bb06357fb356e8de5485c8cf02a1b62c.jpeg"
"1732794419-99","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=4","","https://www.dakarvente.com/annonce-34864-appartement-vendre.html","Appartement à vendre","90.000.000  FCFA","Amitié","media/annonces/pics/144a042e1036930067dd478e5ca1e061.jpg"
"1732794422-100","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=4","","https://www.dakarvente.com/annonce-35147-appartement-a-vendre-almadies-virage.html","APPARTEMENT A VENDRE ALMADIES VIRAGE","125.000.000  FCFA","Virage","media/annonces/pics/4e7b0a259ad6717e9e8fa9894ee93bda.jpeg"
"1732794427-101","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=4","","https://www.dakarvente.com/annonce-35212-appartement-f4-au-sd-city-diamniadio.html","Appartement F4 au SD CITY Diamniadio","40.000.000  FCFA","Diamniadio","media/annonces/pics/5160d7575820bb11d03fc0a57bf7d2ea.jpeg"
"1732794431-102","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=4","","https://www.dakarvente.com/annonce-35751-appartements-neufs-haut-standing-sacr-coeur.html","Appartements neufs haut standing à Sacré Coeur","150.000.000  FCFA","Liberté 4","media/annonces/pics/1cde189692b5f61473f879913515685a.jpg"
"1732794437-103","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=4","","https://www.dakarvente.com/annonce-36511-appartements-vendre-diamniadio.html","Appartements à vendre à DIAMNIADIO","40.000.000  FCFA","Diamniadio","media/annonces/pics/ad3788d1eb570974b04f463d2af4b4d8.jpg"
"1732794441-104","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=4","","https://www.dakarvente.com/annonce-36575-bel-appartement-sur-l-avenue-bourguiba.html","Bel appartement sur l'avenue Bourguiba","","Biscuiterie","media/annonces/pics/e7bd7ecbcdeae583fa76b9ceaf77c75f.jpg"
"1732794446-105","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=4","","https://www.dakarvente.com/annonce-36683-r-4-a-vendre-a-mermoz.html","R+4 A VENDRE A MERMOZ","720  FCFA","Dakar","media/annonces/pics/a45f51753404533fa480e5e05a6d0620.jpeg"
"1732794463-106","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-36864-appartement-f4-vendre-aux-almadies.html","Appartement F4 à vendre aux Almadies","150.000.000  FCFA","Almadies","media/annonces/pics/90d2f0776e88d1ffed01ebf5b6acab55.jpg"
"1732794480-107","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-37095-appartement-neuf-au-sd-city.html","Appartement neuf au SD City","40.000.000  FCFA","Diamniadio","media/annonces/pics/302af32b804832283fe0f833d18e77bd.jpeg"
"1732794487-108","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-37097-appartements-neufs-sd-city-diamniadio.html","Appartements neufs à SD City Diamniadio","40.000.000  FCFA","Diamniadio","media/annonces/pics/d6481c4c41610617e5e8b56c4b130669.jpeg"
"1732794491-109","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-37417-grande-villa-a-vendre-rez-de-chausse-position-aprs-station-edk-bargny.html","GRANDE VILLA A VENDRE Rez de chaussée POSITION : APRÈS STATION EDK BARGNY","30.000.000  FCFA","Dakar","media/annonces/pics/496010013263a68efb9347999c679bc9.jpeg"
"1732794501-110","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-37418-grande-villa-a-vendre-a-libert-5-papier-titre-foncier.html","GRANDE VILLA A VENDRE A LIBERTÉ 5  PAPIER : TITRE FONCIER","230.000.000  FCFA","Dakar","media/annonces/pics/63668d5c25369abb8b3134301202ccbc.jpeg"
"1732794506-111","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-37768-appartement-vendre-3pieces-diamniadio.html","Appartement à vendre 3pieces  Diamniadio","33.000.000  FCFA","Diamniadio","media/annonces/pics/7d697f2df31d160bfff209dac8508738.png"
"1732794510-112","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-37934-appartement-vendre-diamniadio-f3.html","Appartement à vendre Diamniadio F3","33.000.000  FCFA","Diamniadio","media/annonces/pics/c44a1f56eddeafed854fb2a13e90443c.jpg"
"1732794514-113","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-38015-appartement-vendre.html","APPARTEMENT À VENDRE","1.200.000  FCFA","Plateau","media/annonces/pics/5386fcfd89abc790bde06e18ed7ac6d3.jpg"
"1732794521-114","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-38640-joli-appartement-vendre.html","JOLI APPARTEMENT À VENDRE","285.000.000  FCFA","Mermoz","media/annonces/pics/86ee08c6561ae5c59101875b20df0787.jpg"
"1732794527-115","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-38847-appartements-vendre-au-pole-urbain-de-diamniadio.html","Appartements à vendre au Pole Urbain de Diamniadio","40.000.000  FCFA","Diamniadio","media/annonces/pics/1958052a121458a4291d7e53b1456ef7.jpg"
"1732794535-116","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-38848-appartements-neufs-aux-almadies.html","Appartements neufs aux Almadies","122.500.000  FCFA","Almadies","media/annonces/pics/e4cbe3f725321350fbb456ad589439fe.jpg"
"1732794542-117","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-38965-appartements-haut-standing-en-face-de-la-mer-aux-almadies.html","Appartements haut standing en face de la mer aux Almadies","200.000.000  FCFA","Almadies","media/annonces/pics/ff5f10138c03064076f7ff9ccbda235b.jpg"
"1732794546-118","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-38967-appartement-neuf-au-sd-city-de-diamniadio.html","APPARTEMENT NEUF AU SD CITY DE DIAMNIADIO","40.000.000  FCFA","Diamniadio","media/annonces/pics/725fdacda7e7570592baa80e40d3bd32.jpg"
"1732794550-119","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-38969-appartement-neuf-a-vendre-aux-almadies.html","APPARTEMENT NEUF A VENDRE AUX ALMADIES","85.500.000  FCFA","Almadies","media/annonces/pics/98e56cf62e59ed285e08daaa59f70444.jpg"
"1732794555-120","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-39249-appartement-charmant-yoff.html","Appartement charmant à Yoff","88.000.000  FCFA","Yoff","media/annonces/pics/8384d59604732cce4791672481b42994.jpeg"
"1732794561-121","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-39259-appartement-neuf-yoff.html","Appartement Neuf Yoff","84.000.000  FCFA","Yoff","media/annonces/pics/fbc1e68a6ce9f45e2caa2399f532369e.jpeg"
"1732794565-122","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-39484-studios-et-appartements-neufs-aux-almadies.html","Studios et appartements neufs aux Almadies","43.200.000  FCFA","Almadies","media/annonces/pics/c206c5d575fbab6a2f15f5dd2f6b05e8.jpg"
"1732794570-123","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-39636-a-vendre-des-appartements-sacre-coeur-3.html","A VENDRE DES APPARTEMENTS SACRE COEUR 3","229.000.000  FCFA","Sacré Coeur","media/annonces/pics/9a4b6908f77bd1c58aee88bd51d7dae2.jpg"
"1732794574-124","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-39677-appartement-vendre.html","Appartement à vendre","106.000.000  FCFA","Sicap Foire","media/annonces/pics/66ebe07a67c5e69fb770eaeada815cc4.jpeg"
"1732794579-125","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-39682-appartement-f3-haut-standing-aux-almadies.html","Appartement F3 haut standing aux Almadies","85.500.000  FCFA","Almadies","media/annonces/pics/9127e5f28f39dcf90756d14766670757.jpeg"
"1732794583-126","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-39702-appartement-vendre.html","Appartement à vendre","106.000.000  FCFA","Sicap Foire","media/annonces/pics/08daf9f8374fb4c14accea4de08a6cf9.jpeg"
"1732794588-127","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-39811-appartement-f3-haut-standing-aux-almadies.html","Appartement F3 haut standing aux Almadies","85.500.000  FCFA","Almadies","media/annonces/pics/32abafd687c7d8475e45ae5d6f539319.jpg"
"1732794592-128","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-39842-appartement-vendre.html","Appartement à vendre","106.000.000  FCFA","Sicap Foire","media/annonces/pics/1b214562322cd469ec54d28a57ec663d.jpeg"
"1732794596-129","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-39861-appartement-haut-standing-vendre-virage-pied-dans-l-eau.html","Appartement haut standing à vendre virage pied dans l'eau","250.000.000  FCFA","Virage","media/annonces/pics/bf59d9d3aacd23e9cdea53ede0607843.jpg"
"1732794601-130","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-39871-appartement-a-vendre-vue-mer-dakar-waterfront.html","APPARTEMENT A VENDRE vue mer  DAKAR WATERFRONT","550.000.000  FCFA","Mermoz","media/annonces/pics/43b37d88d5c6e7b39cf3986ec9466341.jpeg"
"1732794606-131","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-39899-appartement-vendre.html","Appartement à vendre","106.000.000  FCFA","Sicap Foire","media/annonces/pics/f657032e4c08b57c41fb7768d9a6fc7d.jpeg"
"1732794611-132","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-39905-appartement-vue-mer-vendre-corniche-dakar.html","Appartement vue mer à vendre corniche dakar","700.000.000  FCFA","Mamelles","media/annonces/pics/babaf9ad6a1a19702f55942380cc2798.jpeg"
"1732794615-133","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-39917-luxueux-f3-vendre-aux-almadies.html","Luxueux F3 à vendre aux Almadies","86.400.000  FCFA","Almadies","media/annonces/pics/fb619b9b27f4e2ec61f33c84cf684f9a.jpeg"
"1732794620-134","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-39919-f4-diamniadio-cit-ferme.html","F4 Diamniadio cité fermée","40.000.000  FCFA","Diamniadio","media/annonces/pics/4183593982c4860b26d7054748d50911.jpeg"
"1732794624-135","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-40004-appartement-vendre.html","Appartement à vendre","106.000.000  FCFA","Sicap Foire","media/annonces/pics/b5f15aa3c7889056f2d5aa1af7782aef.jpeg"
"1732794629-136","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-40055-appartement-vendre.html","Appartement à vendre","35.000.000  FCFA","Sicap Foire","media/annonces/pics/4db25d44adf16865eb905f107eafffe3.jpeg"
"1732794633-137","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-40064-appartement-vendre.html","Appartement à vendre","35.000.000  FCFA","Sicap Foire","media/annonces/pics/95e2f2015f4c9514996a4fa5dc6a5b45.jpeg"
"1732794639-138","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-40088-studios-neufs-vendre-dans-un-immeuble-aux-almadies.html","Studios neufs à vendre dans un immeuble aux Almadies","46.800.000  FCFA","Almadies","media/annonces/pics/50b7358acdcfb9c7ce0bae4387239944.jpg"
"1732794643-139","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-40099-appartement-vendre.html","Appartement à vendre","47.000.000  FCFA","Sicap Foire",""
"1732794651-140","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-40241-appartement-vendre.html","Appartement à vendre","45.000.000  FCFA","Ouakam","media/annonces/pics/1027d02d04ed87643fe3aa28eedfe8a9.jpeg"
"1732794655-141","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-40279-appartement-vendre.html","appartement à vendre","45.000.000  FCFA","Ouakam","media/annonces/pics/b3349602b3f8552f842593ccc64c8d79.jpeg"
"1732794661-142","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-40424-appartement-vendre.html","Appartement à vendre","45.000.000  FCFA","Ouakam","media/annonces/pics/a62ad2cdebf1239d9675d303ae60f494.jpeg"
"1732794666-143","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-40436-studios-neufs-aux-almadies.html","Studios neufs aux Almadies","50.000.000  FCFA","Almadies","media/annonces/pics/4cae7192ce6279a326e8f8a1bc04f201.jpg"
"1732794673-144","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-40466-appartement-vendre.html","APPARTEMENT À VENDRE","106.000.000  FCFA","Sud Foire","media/annonces/pics/32d39412a2618d62a1a6fd91c897a65f.jpg"
"1732794679-145","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-40521-appartement-haut-standing-aux-almadies.html","Appartement haut standing aux Almadies","140.400.000  FCFA","Almadies","media/annonces/pics/ca39b0752b8b45908eb2ecfe2ed89722.jpg"
"1732794683-146","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","","https://www.dakarvente.com/annonce-40523-appartement-studio-neuf-haut-standing-aux-almadies.html","Appartement studio neuf haut standing aux Almadies","45.200.000  FCFA","Almadies","media/annonces/pics/90f2de80f5753bd792cde8bc6bdc973e.jpg"
"1732794697-147","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-40524-appartements-f3-neufs-haut-standing-aux-almadies.html","Appartements F3 neufs haut standing aux Almadies","88.400.000  FCFA","Almadies","media/annonces/pics/66e27d7beab3f38116c92e01339b1e35.jpg"
"1732794703-148","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-40800-appartement-de-type-f5-223m-a-vendre-au-virage.html","APPARTEMENT DE TYPE F5 223M² A VENDRE AU VIRAGE","175.000.000  FCFA","Virage","media/annonces/pics/82e5e0f069de93809dca95c52077597c.jpg"
"1732794709-149","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-40851-appartement-vendre.html","Appartement à vendre","45.000.000  FCFA","Ouakam","media/annonces/pics/f5ca80ba7db9879a7ec58706601b88a4.jpeg"
"1732794713-150","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-41109-studios-high-standing-aux-almadies.html","Studios High Standing aux Almadies","52.000.000  FCFA","Almadies","media/annonces/pics/3a741643dca5f277e690c5b90793043e.jpg"
"1732794719-151","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-41217-studios-71m2-high-standing-aux-almadies.html","Studios 71m2 High Standing aux Almadies","48.000.000  FCFA","Almadies","media/annonces/pics/595c40ae9dffdf05614f2e3a4b15d099.jpg"
"1732794724-152","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-41342-appartement-haut-standing-aux-almadies.html","Appartement haut standing aux Almadies","175.000.000  FCFA","Almadies","media/annonces/pics/46df04cb8df958de0f7f3ff7a1f51871.jpg"
"1732794730-153","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-41467-appartement-vendre.html","Appartement à vendre","75.000.000  FCFA","Maristes","media/annonces/pics/7809bf214d7c494cadbe460141d28bfb.jpeg"
"1732794736-154","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-41468-appartement-vendre.html","Appartement à vendre","75.000.000  FCFA","Maristes","media/annonces/pics/39b0375fb4363c14a373858cdf6fb194.jpeg"
"1732794742-155","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-41545-appartement-f4-vendre-kalia-almadie-2.html","Appartement F4 à vendre kalia almadie 2","35.000.000  FCFA","Mbao","media/annonces/pics/2677ddc8739afd06f3a6421ffa8d50b9.jpg"
"1732794747-156","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-41655-appartement-vendre.html","Appartement à vendre","65.000.000  FCFA","Point E","media/annonces/pics/f319b8f8197baf206bddaf6910e35e89.jpeg"
"1732794752-157","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-41656-appartement-vendre.html","Appartement à vendre","190.000.000  FCFA","Pyrotechnie","media/annonces/pics/cead560ae222fd73a30ad0bd415a9882.jpeg"
"1732794758-158","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-41657-penthouse-vendre.html","Penthouse à vendre","265.000.000  FCFA","Point E","media/annonces/pics/b3abe1f1511d62f031685f28b4ebe1f8.jpeg"
"1732794762-159","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-41695-studios-neufs-aux-almadies.html","Studios neufs aux Almadies","48.000.000  FCFA","Almadies","media/annonces/pics/0d5fd6a98de8e7f9bc0e6f6fe0e342dc.jpg"
"1732794765-160","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-41800-studio-f2-54m2-vendre-aux-almadies.html","STUDIO F2 54m2 à vendre aux Almadies","48.000.000  FCFA","Almadies","media/annonces/pics/685f072c5fcc5caf7a26103e80cdd232.jpeg"
"1732794769-161","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-41804-studio-f2-54m2-vendre-aux-almadies.html","STUDIO F2 54m2 à vendre aux Almadies","48.000.000  FCFA","Almadies","media/annonces/pics/1852266b00dea4f27dc3163c321ef9ec.jpeg"
"1732794772-162","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-41835-appartement-vendre.html","appartement à vendre","110.000.000  FCFA","Virage","media/annonces/pics/68c48bebc0d07491b4c15017b5e34472.jpeg"
"1732794777-163","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-42007-studios-neufs-aux-almadies.html","Studios neufs aux Almadies","48.000.000  FCFA","Almadies","media/annonces/pics/6741602f037d5afda7c8ae377c955851.jpg"
"1732794782-164","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-42092-appartement-f4-vendre-mermoz-dakar-sngal.html","Appartement F4 à vendre Mermoz  Dakar Sénégal","110.000.000  FCFA","Mermoz","media/annonces/pics/67fe7a21176f34a721a82d4765a76b3e.jpg"
"1732794787-165","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-42097-appartement-vendre.html","appartement à vendre","30.000.000  FCFA","Ouakam","media/annonces/pics/2d708884706ff81f7cf1a698d706c0ce.jpeg"
"1732794792-166","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-42171-appartement-vendre.html","Appartement à vendre","900.000.000  FCFA","Liberté 6","media/annonces/pics/80aad528a5324f1537f87f2b3de6d382.jpg"
"1732794799-167","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-42218-appartement-f4-en-vente.html","Appartement F4 en vente","35.000.000  FCFA","Derklé","media/annonces/pics/f0ce843626f7efdc6f5c4d8cdaa846b4.jpeg"
"1732794805-168","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-42678-appartement-vendre.html","Appartement à vendre","350.000.000  FCFA","Mermoz","media/annonces/pics/543d0c490d46acb6dde05d94c38dcc06.jpg"
"1732794808-169","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-42679-jai-partement-vendre.html","Jai partement à vendre","350.000.000  FCFA","Mermoz","media/annonces/pics/4e2d0cf921dcaf7c78b7c367218194fb.jpg"
"1732794814-170","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-42838-sublime-f3-neuf-au-almadies.html","F3  neuf au Almadies","85.000.000  FCFA","Almadies","media/annonces/pics/6670502744d6cd50625a5b806ef4ca05.jpeg"
"1732794818-171","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-42844-appartements-neufs-sd-city.html","Appartements neufs à SD CITY","40.000.000  FCFA","Diamniadio","media/annonces/pics/0b26f4c28a0d77836ef47b96f0b2a64d.jpg"
"1732794821-172","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-42846-appartement-haut-standing-aux-almadies.html","Appartement haut standing aux Almadies","134.400.000  FCFA","Almadies","media/annonces/pics/caf450120c0226afca99c933eb007788.jpg"
"1732794826-173","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-43478-appartement-vendre-au-virage-vers-la-mer.html","APPARTEMENT À VENDRE AU VIRAGE VERS LA MER","","Virage","media/annonces/pics/50aa98d016f1f1c5f109da1bebbaf752.jpeg"
"1732794830-174","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-43624-studio-haut-standing-aux-almadies.html","Studio haut standing aux Almadies","50.000.000  FCFA","Almadies","media/annonces/pics/9d8d0452f29aa402bbd06692286140c0.jpg"
"1732794835-175","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-43815-f3-neuf-aux-mamelles.html","F3 neuf aux Mamelles","104.000.000  FCFA","Mamelles","media/annonces/pics/51fbab254da88cfcf981b094800d240e.jpg"
"1732794839-176","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-43866-studio-meubl-vendre.html","STUDIO MEUBLÉ À VENDRE","85.000.000  FCFA","Point E","media/annonces/pics/4d29d58e66420574987f6f5f981f9458.jpeg"
"1732794845-177","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-43868-appartement-f3-vendre-cit-keur-gorgui.html","APPARTEMENT F3 À VENDRE CITÉ KEUR GORGUI","90.000.000  FCFA","Cité Keur Gorgui","media/annonces/pics/dea28f1314b18683115f6e9972166be7.jpeg"
"1732794850-178","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-43869-appartement-f3-vendre-libert-6-extension.html","APPARTEMENT F3 À VENDRE LIBERTÉ 6 EXTENSION","90.000.000  FCFA","Liberté 6","media/annonces/pics/7a328381f01edf4b656fb8ddcf1e02f9.jpeg"
"1732794853-179","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-43896-appartement-vendre-dakar-almadies.html","Appartement à vendre  Dakar Almadies","90.400.000  FCFA","Almadies","media/annonces/pics/b5c291f73fcdfd0ba54ec72885ebcce3.jpg"
"1732794857-180","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-43901-appartement-a-vendre-dakar-almadies.html","Appartement a vendre Dakar Almadies","90.400.000  FCFA","Almadies","media/annonces/pics/14f079fb9d7fccb43e75c2a58297ca5e.png"
"1732794862-181","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-43991-appartement-vendre-t2-point-e.html","APPARTEMENT À VENDRE T2 POINT E","65.000.000  FCFA","Point E","media/annonces/pics/0e4df6b8ea38afdbc5ccbe166de5e3eb.jpeg"
"1732794865-182","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","","https://www.dakarvente.com/annonce-43992-appartement-t3-vendre-point-e.html","APPARTEMENT T3 À VENDRE POINT E","90.000.000  FCFA","Point E","media/annonces/pics/4e1209f8d32cc7fd648580a9f4d509b8.jpeg"
